"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1637","should calculate tax correctly","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1100","should show error for empty password","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Empty Field Validation","ui/auth/login.spec.ts","",""
"","1746","should verify cart contents","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","3370","single file upload","firefox","2026-01-15","failed","2026-01-15","File download tests","ui/file-operations/download.spec.ts","",""
"","1241","should show complete order summary","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","2323","should display all product prices","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","25","should get all posts","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","127","should get completed todos","firefox","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","1738","should verify cart contents","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","1869","should display payment information","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","22","should get all posts","firefox","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","2032","should calculate total correctly","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","6375","should login with performance glitch user","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","870","handle download failure","Mobile Safari","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1802","should display item details correctly","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Item Details","ui/cart/cart.spec.ts","",""
"","1167","should add single item","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Add Items to Cart","ui/cart/cart.spec.ts","",""
"","1209","should display product descriptions","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1794","should show error for all fields empty","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","104","should get single user by ID","chromium","2026-01-15","passed","2026-01-15","JSONPlaceholder - Users Tests","api/jsonplaceholder.spec.ts","",""
"","1574","should display correct item prices","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1366","should show error for empty password","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Empty Field Validation","ui/auth/login.spec.ts","",""
"","1268","should maintain items across navigation","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Persistence","ui/cart/cart.spec.ts","",""
"","513","upload single file","chromium","2026-01-15","passed","2026-01-15","File Upload Tests","ui/file-operations/upload.spec.ts","",""
"","2417","should logout successfully","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > User Menu","ui/products/products.spec.ts","",""
"","1297","should show error for missing first name","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1587","should continue shopping from cart","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Navigation","ui/cart/cart.spec.ts","",""
"","1221","should reject SQL injection attempts","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1570","should display all products","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1074","should calculate single item total","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Calculations","ui/cart/cart.spec.ts","",""
"","1876","should display item names","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1276","should show error for missing postal code","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1120","should have correct product details","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1109","should login with visual user","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","22","should get all todos","Mobile Chrome","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","95","should get completed todos","webkit","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","1865","should display correct item prices","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1297","should display item names","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1510","should navigate to cart","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","48","should create a new post","chromium","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","1154","should have visible product container","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","2062","should display shipping information","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","2234","should show confirmation message","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1378","should reject XSS attempts","webkit","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1245","should accept various postal code formats","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1529","should login with visual user","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","1592","should have correct product count","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1150","should show error for invalid username","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1721","should go back to cart","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","2563","should logout successfully","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > User Menu","ui/products/products.spec.ts","",""
"","1192","should remove multiple items","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","34","should get comments for a post","webkit","2026-01-15","passed","2026-01-15","JSONPlaceholder - Comments Tests","api/jsonplaceholder.spec.ts","",""
"","1567","should calculate single item total","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Calculations","ui/cart/cart.spec.ts","",""
"","1888","should show product description in cart","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Item Details","ui/cart/cart.spec.ts","",""
"","1239","upload single file","firefox","2026-01-15","passed","2026-01-15","File Upload Tests","ui/file-operations/upload.spec.ts","",""
"","1135","should handle wrong username format","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1629","should sort price high to low","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","33","should get comments for a post","firefox","2026-01-15","passed","2026-01-15","JSONPlaceholder - Comments Tests","api/jsonplaceholder.spec.ts","",""
"","1272","should have finish button enabled","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1603","should maintain items across navigation","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Persistence","ui/cart/cart.spec.ts","",""
"","1077","should show error for invalid password","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","23","should get single user by ID","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Users Tests","api/jsonplaceholder.spec.ts","",""
"","31","should get all todos","firefox","2026-01-15","passed","2026-01-15","JSONPlaceholder - Todos Tests","api/jsonplaceholder.spec.ts","",""
"","1334","should show product description in cart","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Item Details","ui/cart/cart.spec.ts","",""
"","982","download file and read content","Mobile Safari","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1138","should navigate to cart","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","1286","should handle wrong username format","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1157","should have correct product count","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1604","User #3 - login test (problem_user)","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login with Multiple Users @smoke","ui/auth/loginWithDDT.spec.ts","",""
"","1108","should reject SQL injection attempts","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1185","should calculate multiple items total","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Calculations","ui/cart/cart.spec.ts","",""
"","1138","should change button to Remove after adding","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1153","should reject XSS attempts","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","912","download file and verify","Mobile Safari","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1501","should display shipping information","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","1139","should reject SQL injection attempts","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","610","download file and verify","Mobile Chrome","2026-01-15","passed","2026-01-15","File Download Tests","ui/file-operations/download.spec.ts","",""
"","1896","should calculate total correctly","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","2296","should have finish button enabled","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1273","should login with problem user","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","24","should get comments for a post","Mobile Chrome","2026-01-15","passed","2026-01-15","JSONPlaceholder - Comments Tests","api/jsonplaceholder.spec.ts","",""
"","1126","should show error for empty username","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Empty Field Validation","ui/auth/login.spec.ts","",""
"","32","should get all albums","webkit","2026-01-15","passed","2026-01-15","JSONPlaceholder - Album & Photos Tests","api/jsonplaceholder.spec.ts","",""
"","1215","should show error for locked out user","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","533","upload single file","Mobile Chrome","2026-01-15","passed","2026-01-15","File Upload Tests","ui/file-operations/upload.spec.ts","",""
"","1279","should calculate subtotal correctly","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","12348","should remove from products page","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1938","should add multiple items","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Add Items to Cart","ui/cart/cart.spec.ts","",""
"","1281","User #3 - login test (problem_user)","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Login with Multiple Users @smoke","ui/auth/loginWithDDT.spec.ts","",""
"","12421","should remove from products page","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1144","should display empty cart correctly","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Empty Cart Scenarios","ui/cart/cart.spec.ts","",""
"","169","should get all users","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Users Tests","api/jsonplaceholder.spec.ts","",""
"","31","should update an existing post","webkit","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","1273","should show error for missing last name","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1519","should calculate single item total","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Calculations","ui/cart/cart.spec.ts","",""
"","1404","should show error for locked out user","webkit","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","80","should get all albums","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Album & Photos Tests","api/jsonplaceholder.spec.ts","",""
"","1357","should add multiple products to cart","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
"","1177","should show checkout button with items","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Empty Cart Scenarios","ui/cart/cart.spec.ts","",""
"","1166","should remove all items","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1485","should navigate back and forth","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Navigation","ui/cart/cart.spec.ts","",""
"","1194","should verify product in cart","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","1703","should navigate to cart","webkit","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","2027","should complete with valid data","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1809","should cancel from checkout","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","1327","should display all products","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1248","should have finish button enabled","chromium","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","53","should get photos for album","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Album & Photos Tests","api/jsonplaceholder.spec.ts","",""
"","1403","should show error for empty password","webkit","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Empty Field Validation","ui/auth/login.spec.ts","",""
"","1120","should navigate to cart","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Navigation","ui/products/products.spec.ts","",""
"","1288","should decrement cart badge when removing","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Remove from Cart Operations","ui/products/products.spec.ts","",""
"","1985","should have finish button enabled","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Complete Order","ui/checkout/checkout.spec.ts","",""
"","1312","should login with error user","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Valid Login Scenarios","ui/auth/login.spec.ts","",""
"","2052","should fill fields separately","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1466","should verify total matches subtotal plus tax","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","1336","should display item details correctly","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Item Details","ui/cart/cart.spec.ts","",""
"","2082","should sort price low to high","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1388","should maintain items across navigation","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Persistence","ui/cart/cart.spec.ts","",""
"","1462","should have visible product container","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1115","should be case sensitive","chromium","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1292","should display shipping information","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Order Summary","ui/checkout/checkout.spec.ts","",""
"","30","should get comments for a post","chromium","2026-01-15","passed","2026-01-15","JSONPlaceholder - Comments Tests","api/jsonplaceholder.spec.ts","",""
"","46","should update an existing post","Mobile Safari","2026-01-15","passed","2026-01-15","JSONPlaceholder - Posts Tests","api/jsonplaceholder.spec.ts","",""
"","1848","should persist form field data","webkit","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Navigation","ui/checkout/checkout.spec.ts","",""
"","1853","should verify product in cart","webkit","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","1296","should handle wrong username format","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1163","should show error for invalid username","firefox","2026-01-15","passed","2026-01-15","SauceDemo Login Tests > Invalid Credentials Handling","ui/auth/login.spec.ts","",""
"","1151","should have default sort as A-Z","chromium","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Sorting Functionality","ui/products/products.spec.ts","",""
"","1292","should display product prices correctly","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1362","should remove multiple items","firefox","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Remove Items from Cart","ui/cart/cart.spec.ts","",""
"","1133","should display product names correctly","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Information","ui/products/products.spec.ts","",""
"","1764","should fill fields separately","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Valid Checkout Information","ui/checkout/checkout.spec.ts","",""
"","1336","should display all products","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Product Display Verification","ui/products/products.spec.ts","",""
"","1197","should verify product in cart","chromium","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Verification Methods","ui/cart/cart.spec.ts","",""
"","1461","should show error for all fields empty","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Form Field Validation","ui/checkout/checkout.spec.ts","",""
"","1225","should show quantity for multiple items","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1903","should display item names","firefox","2026-01-15","passed","2026-01-15","SauceDemo Checkout Tests > Checkout Overview","ui/checkout/checkout.spec.ts","",""
"","1237","should display product descriptions","Mobile Chrome","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Display Details","ui/cart/cart.spec.ts","",""
"","1884","should calculate multiple items total","Mobile Safari","2026-01-15","passed","2026-01-15","SauceDemo Cart Tests > Cart Calculations","ui/cart/cart.spec.ts","",""
"","1355","should change button to Remove after adding","firefox","2026-01-15","passed","2026-01-15","SauceDemo Product Tests > Add to Cart Operations","ui/products/products.spec.ts","",""
